[bursty] e4_burst_kpb500_idle90_N4_t1_c3 duration=90s kernels/burst=500 burst_int=100ms idle=90ms
[bursty] burst 10: 17.15ms, total_kernels=10000
[bursty] burst 20: 18.00ms, total_kernels=20000
[bursty] burst 30: 18.01ms, total_kernels=30000
[bursty] burst 40: 18.03ms, total_kernels=40000
[bursty] burst 50: 18.18ms, total_kernels=50000
[bursty] burst 60: 17.98ms, total_kernels=60000
[bursty] burst 70: 18.07ms, total_kernels=70000
[bursty] burst 80: 17.86ms, total_kernels=80000
[bursty] burst 90: 17.31ms, total_kernels=90000
[bursty] burst 100: 18.08ms, total_kernels=100000
[bursty] burst 110: 18.09ms, total_kernels=110000
[bursty] burst 120: 18.06ms, total_kernels=120000
[bursty] burst 130: 17.60ms, total_kernels=130000
[bursty] burst 140: 16.95ms, total_kernels=140000
[bursty] burst 150: 17.08ms, total_kernels=150000
[bursty] burst 160: 17.38ms, total_kernels=160000
[bursty] burst 170: 19.43ms, total_kernels=170000
[bursty] burst 180: 17.67ms, total_kernels=180000
[bursty] burst 190: 17.57ms, total_kernels=190000
[bursty] burst 200: 17.73ms, total_kernels=200000
[bursty] burst 210: 17.05ms, total_kernels=210000
[bursty] burst 220: 17.02ms, total_kernels=220000
