[bursty] e4_burst_kpb500_idle90_N6_t3_c1 duration=90s kernels/burst=500 burst_int=100ms idle=90ms
[bursty] burst 10: 17.07ms, total_kernels=10000
[bursty] burst 20: 17.23ms, total_kernels=20000
[bursty] burst 30: 17.10ms, total_kernels=30000
[bursty] burst 40: 16.98ms, total_kernels=40000
[bursty] burst 50: 17.10ms, total_kernels=50000
[bursty] burst 60: 16.85ms, total_kernels=60000
[bursty] burst 70: 17.16ms, total_kernels=70000
[bursty] burst 80: 17.15ms, total_kernels=80000
[bursty] burst 90: 17.24ms, total_kernels=90000
[bursty] burst 100: 17.01ms, total_kernels=100000
[bursty] burst 110: 17.03ms, total_kernels=110000
[bursty] burst 120: 17.13ms, total_kernels=120000
[bursty] burst 130: 17.19ms, total_kernels=130000
[bursty] burst 140: 17.02ms, total_kernels=140000
[bursty] burst 150: 17.29ms, total_kernels=150000
[bursty] burst 160: 17.21ms, total_kernels=160000
[bursty] burst 170: 18.04ms, total_kernels=170000
[bursty] burst 180: 18.21ms, total_kernels=180000
[bursty] burst 190: 18.11ms, total_kernels=190000
[bursty] burst 200: 17.99ms, total_kernels=200000
[bursty] burst 210: 17.10ms, total_kernels=210000
[bursty] burst 220: 17.14ms, total_kernels=220000
[bursty] burst 230: 16.94ms, total_kernels=230000
